clean_line1,clean_line2,line3,city,zip_code,label,phone,address,year,major_city,state,chain
Gilroy ( 95020 ) Rotten Robbie # 31 Ave E ),408-842-3630 US 101 & CA 152 W (,24 <U+25A1>,Gilroy,95020,Rotten Robbie # 31 Ave E ),408-842-3630,US 101 & CA 152 W (,2015,Gilroy,CA,
Gilroy ( 95020 ) Rotten Robbie 142 # ( 31 Herndon Ave E ),408-842-3630 US 101 & CA 152,24 <U+25A1>,Gilroy,95020,Rotten Robbie 142 # ( 31 Herndon Ave E ),408-842-3630,US 101 & CA 152,2016,Gilroy,CA,
F Scotts Valley ( 95066 ) Corner Store # 3736 ( ),2 831-438-5105 CA 17 Exit 5 ( Scotts Valley Dr S ),<U+2610> <U+2610> D,Scotts Valley,95066,Corner Store # 3736 ( ),831-438-5105,CA 17 Exit 5 ( Scotts Valley Dr S ),2016,Scotts Valley,CA,
"E Stockton , 95215 Shane's & Dave's Truck Shop ( CFN )",2 209-547-0443 CA 99 Exit 252 A ( CA 99 SB Svc Rd ),) 24 HRS <U+2610> <U+2610>,Stockton,95215,Shane's & Dave's Truck Shop ( CFN ),209-547-0443,CA 99 Exit 252 A ( CA 99 SB Svc Rd ),2008,Stockton,CA,
Lodi ( 95242 ) Love's Travel Stop # 538,209-333-9392 I-5 Exit 485 ( CA 12 E ),24 <U+2610> LO 1915,Lodi,95242,Love's Travel Stop # 538,209-333-9392,I-5 Exit 485 ( CA 12 E ),2016,Lodi,CA,Love's
E Lathrop ( 95330 ) Fast Lane,209-234-4341 I-5 Exit 465 ( Roth Rd E ),24 <U+2610> <U+2610>,Lathrop,95330,Fast Lane,209-234-4341,I-5 Exit 465 ( Roth Rd E ),2014,Lathrop,CA,
E Lathrop ( 95330 ) Fast Lane,2 209-234-4341 I-5 Exit 465 ( Roth Rd E ),24 24 <U+2610>,Lathrop,95330,Fast Lane,209-234-4341,I-5 Exit 465 ( Roth Rd E ),2015,Lathrop,CA,
Lathrop ( 95330 ) Fast Lane,209-234-4341 I-5 Exit 465 ( Roth Rd E ),24 <U+2610>,Lathrop,95330,Fast Lane,209-234-4341,I-5 Exit 465 ( Roth Rd E ),2016,Lathrop,CA,
"LeGrand , 95333 Stop - Stop N Go",559-665-0456 Merced CA 99 MM Truck 174 ( Harvey Pettit ),M D,LeGrand,95333,Stop - Stop N Go,559-665-0456,Merced CA 99 MM Truck 174 ( Harvey Pettit ),2006,Le Grand,CA,
"LeGrand , 95333 Merced Truck Stop - Stop N Go ( Texaco )",559-665-0456 CA 99 Exit 174 ( Harvey Pettit ),) 24 M,LeGrand,95333,Merced Truck Stop - Stop N Go ( Texaco ),559-665-0456,CA 99 Exit 174 ( Harvey Pettit ),2007,Le Grand,CA,Texaco
"LeGrand , 95333 Merced Truck Stop - Stop ) N Go ( Texaco ) HRS",3 559-665-0456 CA 99 Exit 174 ( Harvey ) HRS,24 HRS M <U+2610>,LeGrand,95333,Merced Truck Stop - Stop ) N Go ( Texaco ) HRS,559-665-0456,CA 99 Exit 174 ( Harvey ) HRS,2008,Le Grand,CA,Texaco
"Livingston , 95334 TA Rd )",3 209-394-4418 CA - 99 Livingston Exit 203 ( Winton Pkwy ) TA 24,24 LOO,Livingston,95334,TA Rd ),209-394-4418,CA - 99 Livingston Exit 203 ( Winton Pkwy ) TA 24,2008,Livingston,CA,
E Livingston ( 95334 ) TA Livingston # 170 ( Shell ),3 209-394-4418 CA 99 Exit 203 ( Winton Pkwy W ),ZA 24 <U+2610> LO <U+2610> <U+2610>,Livingston,95334,TA Livingston # 170 ( Shell ),209-394-4418,CA 99 Exit 203 ( Winton Pkwy W ),2014,Livingston,CA,Shell
E Livingston ( 95334 ) TA Livingston # 170 ( Shell ),3 209-394-4418 CA 99 Exit 203 ( Winton Pkwy W ) TA,TA 24 <U+2610> <U+2610><U+2610><U+2610> 24,Livingston,95334,TA Livingston # 170 ( Shell ),209-394-4418,CA 99 Exit 203 ( Winton Pkwy W ) TA,2015,Livingston,CA,Shell
Livingston ( 95334 ) TA Livingston # 170 ( Shell ),209-394-4418 CA 99 Exit 203 ( Winton Pkwy W ),24 <U+25A1> LOO,Livingston,95334,TA Livingston # 170 ( Shell ),209-394-4418,CA 99 Exit 203 ( Winton Pkwy W ),2016,Livingston,CA,Shell
"Ripon , 95366 Jimco Truck Plaza",209-599-2112 CA 99 Exit 237 B ( Jack Tone Rd ),24,Ripon,95366,Jimco Truck Plaza,209-599-2112,CA 99 Exit 237 B ( Jack Tone Rd ),2006,Ripon,CA,
"Ripon , 95366 Jimco Truck Plaza Rd )",209-599-2112 CA 99 Exit 237 B ( Jack Tone ),HRS 24 L,Ripon,95366,Jimco Truck Plaza Rd ),209-599-2112,CA 99 Exit 237 B ( Jack Tone ),2007,Ripon,CA,
"E Ripon , 95366 Jimco Truck Plaza Rd )",209-599-2112 CA 99 Exit 237 B ( Jack Tone,24,Ripon,95366,Jimco Truck Plaza Rd ),209-599-2112,CA 99 Exit 237 B ( Jack Tone,2008,Ripon,CA,
"E Turlock , 95380 Joe Gomes & Sons ( CFN )",209-632-3111 CA 99 Exit 213 ( Main St E ),<U+2610> 000 000,Turlock,95380,Joe Gomes & Sons ( CFN ),209-632-3111,CA 99 Exit 213 ( Main St E ),2006,Turlock,CA,
"E Turlock , 95380 Joe Gomes & Sons ( CFN )",209-632-3111 CA 99 Exit 213 ( Main St E ),000,Turlock,95380,Joe Gomes & Sons ( CFN ),209-632-3111,CA 99 Exit 213 ( Main St E ),2007,Turlock,CA,
"E Turlock , 95380 Joe Gomes & Sons ( CFN )",2 209-632-3111 CA 99 Exit 213 ( Main St E ),,Turlock,95380,Joe Gomes & Sons ( CFN ),209-632-3111,CA 99 Exit 213 ( Main St E ),2008,Turlock,CA,
"Kelseyville , 95451 Kits Corner Store",707-279-1380 7990 Hwy 29,24 <U+2610><U+2610> S 24 44,Kelseyville,95451,Kits Corner Store,707-279-1380,7990 Hwy 29,2006,Kelseyville,CA,
"Kelseyville , 95451 Kits Corner Store",707-279-8954 7990 Hwy 29,S,Kelseyville,95451,Kits Corner Store,707-279-8954,7990 Hwy 29,2007,Kelseyville,CA,
"Kelseyville , 95451 Kits Corner Store EB / 142 WB ( Indio Blvd )",707-279-8954 7990 Hwy 29,S <U+2610>,Kelseyville,95451,Kits Corner Store EB / 142 WB ( Indio Blvd ),707-279-8954,7990 Hwy 29,2008,Kelseyville,CA,
D Kelseyville ( 95451 ) Kits Corner Store,707-279-8954 7990 Hwy 29,D S <U+2610> <U+25A1>,Kelseyville,95451,Kits Corner Store,707-279-8954,7990 Hwy 29,2014,Kelseyville,CA,
D Kelseyville ( 95451 ) Kits Corner Store,707-279-8954 7990 Hwy 29,S <U+25A1> D <U+2610><U+2610>,Kelseyville,95451,Kits Corner Store,707-279-8954,7990 Hwy 29,2015,Kelseyville,CA,
Kelseyville ( 95451 ) Kits Corner 73 Store,707-279-8954 7990 Hwy 29,<U+2610> S <U+2610> <U+25A1>,Kelseyville,95451,Kits Corner 73 Store,707-279-8954,7990 Hwy 29,2016,Kelseyville,CA,
Lakeport ( 95453 ) Westgate Petroleum,707-263-4605 CA 29-175 ( 1 mi S of jnctn ),24 <U+25A1>,Lakeport,95453,Westgate Petroleum,707-263-4605,CA 29-175 ( 1 mi S of jnctn ),2016,Lakeport,CA,
"Lakeport , 95453 Westgate Petroleum ( Alliance )",707-263-6281 1785 S Main ( 1/4 mi N of CA 29 & CA 175,"175 ) DO 000 """,Lakeport,95453,Westgate Petroleum ( Alliance ),707-263-6281,1785 S Main ( 1/4 mi N of CA 29 & CA 175,2006,Lakeport,CA,
"Lakeport , 95453 Westgate Petroleum ( Alliance )",707-263-6281 1785 S Main ( 1/4 mi N of CA 29 & CA 175 ),) <U+2610> 000 000,Lakeport,95453,Westgate Petroleum ( Alliance ),707-263-6281,1785 S Main ( 1/4 mi N of CA 29 & CA 175 ),2007,Lakeport,CA,
"Lakeport , 95453 Westgate Petroleum ( Alliance ) 193",2 707-263-6281 1785 S Main ( 1/4 mi N of CA 29 &,193 <U+25A1> <U+25A1> <U+25A1>,Lakeport,95453,Westgate Petroleum ( Alliance ) 193,707-263-6281,1785 S Main ( 1/4 mi N of CA 29 &,2008,Lakeport,CA,
Lakeport ( 95453 ) Westgate Petroleum,707-263-6512 CA 29-175 ( 1 mi S of jnctn ),<U+2610><U+2610> <U+25A1> <U+25A1> <U+2610> <U+25A1>,Lakeport,95453,Westgate Petroleum,707-263-6512,CA 29-175 ( 1 mi S of jnctn ),2015,Lakeport,CA,
"Ukiah , 95482 Jensen's Truck Stop ( 76 )",707-462-7012 US 101 & N State St ( MM 26 ),S,Ukiah,95482,Jensen's Truck Stop ( 76 ),707-462-7012,US 101 & N State St ( MM 26 ),2006,Ukiah,CA,
"Ukiah , 95482 Jensen's Truck Stop ( 76 )",707-462-7012 US 101 & N State St ( MM 26 ),M 24 0 0 0,Ukiah,95482,Jensen's Truck Stop ( 76 ),707-462-7012,US 101 & N State St ( MM 26 ),2007,Ukiah,CA,
"Ukiah , 95482 Jensen's Truck Stop ( 76 )",707-462-7012 US 101 & N State St ( MM 26 ),24 HOTS 240,Ukiah,95482,Jensen's Truck Stop ( 76 ),707-462-7012,US 101 & N State St ( MM 26 ),2008,Ukiah,CA,
Ukiah ( 95482 ) Jensen's Truck Stop,1 707-467-9999 US 101 & N State St,24 MOD 24 22,Ukiah,95482,Jensen's Truck Stop,707-467-9999,US 101 & N State St,2014,Ukiah,CA,
Ukiah ( 95482 ) Jensen's Truck Stop Ave W ),707-467-9999 US 101 & N State St,24 22 MO 24,Ukiah,95482,Jensen's Truck Stop Ave W ),707-467-9999,US 101 & N State St,2015,Ukiah,CA,
Ukiah ( 95482 ) Jensen's Truck Stop,707-467-9999 US 101 & N State St,MO 24 22,Ukiah,95482,Jensen's Truck Stop,707-467-9999,US 101 & N State St,2016,Ukiah,CA,
"B Eureka , 95503 Golden Gate Petroleum ( Texaco ) )",707-443-1891 3505 US 101 & Highland,HRS 000,Eureka,95503,Golden Gate Petroleum ( Texaco ) ),707-443-1891,3505 US 101 & Highland,2006,Eureka,CA,Texaco
"Eureka , 95503 Golden Gate Petroleum ( Texaco )",707-443-1891 3505 US 101 & Highland,000 000,Eureka,95503,Golden Gate Petroleum ( Texaco ),707-443-1891,3505 US 101 & Highland,2007,Eureka,CA,Texaco
"B Eureka , 95503 Golden Gate Petroleum ( Texaco )",707-443-1891 3505 US 101 & Highland,24 HRS <U+25A1> <U+25A1>,Eureka,95503,Golden Gate Petroleum ( Texaco ),707-443-1891,3505 US 101 & Highland,2008,Eureka,CA,Texaco
B Eureka ( 95503 ) Texaco Star,707-443-1891 3505 US 101 & Highland,24 O,Eureka,95503,Texaco Star,707-443-1891,3505 US 101 & Highland,2015,Eureka,CA,Texaco
Eureka ( 95503 ) South Broadway Shell,707-443-1891 3505 US 101 & Highland,24 <U+2610><U+2610> <U+25A1>,Eureka,95503,South Broadway Shell,707-443-1891,3505 US 101 & Highland,2016,Eureka,CA,Shell
"B Fortuna , 95540 Hansen Truck Stop ( Chevron ) )",707-725-1744 US 101 & CA 36 ( Sandy Prairie Rd ),M 00,Fortuna,95540,Hansen Truck Stop ( Chevron ) ),707-725-1744,US 101 & CA 36 ( Sandy Prairie Rd ),2006,Fortuna,CA,Chevron
"B Fortuna , 95540 Hansen Truck Stop",707-725-1744 US 101 & CA 36 ( Sandy Prairie Rd ),HRS M 00 D,Fortuna,95540,Hansen Truck Stop,707-725-1744,US 101 & CA 36 ( Sandy Prairie Rd ),2007,Fortuna,CA,
"B Fortuna , 95540 Hansen Truck Stop",1 707-725-1744 US 101 & CA 36 ( Sandy Prairie Rd ),M <U+2610>,Fortuna,95540,Hansen Truck Stop,707-725-1744,US 101 & CA 36 ( Sandy Prairie Rd ),2008,Fortuna,CA,
D Dixon ( 95620 ) Ramos Oil Cardlock ( Shell / CFN ),2 707-678-1670 I-80 Exit 66 ( CA 113 S ),<U+2610> <U+2610> 0 <U+2610>,Dixon,95620,Ramos Oil Cardlock ( Shell / CFN ),707-678-1670,I-80 Exit 66 ( CA 113 S ),2014,Dixon,CA,Shell
D Dixon ( 95620 ) Ramos Oil Cardlock ( Shell / CFN ),707-678-1670 I-80 Exit 66 ( CA 113 S ),<U+2610> <U+2610> <U+2610> <U+25A1>,Dixon,95620,Ramos Oil Cardlock ( Shell / CFN ),707-678-1670,I-80 Exit 66 ( CA 113 S ),2015,Dixon,CA,Shell
Dixon ( 95620 ) Ramos Oil Cardlock ( Shell / CFN ),707-678-1670 I-80 Exit 66 ( CA 113 S ),<U+2610><U+2610> <U+2610> <U+25A1>,Dixon,95620,Ramos Oil Cardlock ( Shell / CFN ),707-678-1670,I-80 Exit 66 ( CA 113 S ),2016,Dixon,CA,Shell
"Dixon , 95620 Ramos Oil ( Shell )",707-678-2061 I-80 Exit 66 ( CA 113 S ),<U+25A1>,Dixon,95620,Ramos Oil ( Shell ),707-678-2061,I-80 Exit 66 ( CA 113 S ),2006,Dixon,CA,Shell
"Dixon , 95620 Ramos Oil ( Shell )",707-678-2061 I-80 Exit 66 ( CA 113 S ),00,Dixon,95620,Ramos Oil ( Shell ),707-678-2061,I-80 Exit 66 ( CA 113 S ),2007,Dixon,CA,Shell
"Dixon , 95620 Ramos Oil ( Shell )",707-678-2061 I-80 Exit 66 ( CA 113 S ),"""",Dixon,95620,Ramos Oil ( Shell ),707-678-2061,I-80 Exit 66 ( CA 113 S ),2008,Dixon,CA,Shell
D Dixon ( 95620 ) Sidhu Truck Stop ( Chevron ),707-678-4400 I-80 Exit 67 ( Pedrick Rd N ),24 DOMO,Dixon,95620,Sidhu Truck Stop ( Chevron ),707-678-4400,I-80 Exit 67 ( Pedrick Rd N ),2014,Dixon,CA,Chevron
D Dixon ( 95620 ) Sidhu Chevron,2 707-678-4400 I-80 Exit 67 ( Pedrick Rd N ) AMBEST,24 . MO,Dixon,95620,Sidhu Chevron,707-678-4400,I-80 Exit 67 ( Pedrick Rd N ) AMBEST,2015,Dixon,CA,Chevron
Dixon ( 95620 ) Sidhu Chevron,707-678-4400 I-80 Exit 67 ( Pedrick Rd N ),N 24 MOO,Dixon,95620,Sidhu Chevron,707-678-4400,I-80 Exit 67 ( Pedrick Rd N ),2016,Dixon,CA,Chevron
"Penryn , 95663 Penryn 76 Rd ( E of US 395 )",3 916-660-9485 I-80 Exit 112,24 <U+2610> <U+2610>,Penryn,95663,Penryn 76 Rd ( E of US 395 ),916-660-9485,I-80 Exit 112,2008,Penryn,CA,
D Penryn ( 95663 ) Penryn 76,3 916-660-9485 I-80 Exit 112,224 24 <U+25A1> <U+25A1> <U+2610>,Penryn,95663,Penryn 76,916-660-9485,I-80 Exit 112,2014,Penryn,CA,
Penryn ( 95663 ) Penryn 76 US 395 ),3 916-660-9485 I-80 Exit 112,24 <U+2610><U+2610> <U+2610>,Penryn,95663,Penryn 76 US 395 ),916-660-9485,I-80 Exit 112,2015,Penryn,CA,
D Penryn ( 95663 ) Penryn 76,916-660-9485 I-80 Exit 112,124 <U+25A1>,Penryn,95663,Penryn 76,916-660-9485,I-80 Exit 112,2016,Penryn,CA,
D Vacaville ( 95688 ) Vaca Valley Travel Center,707-451-7532 I-505 Exit 1 ( NB ) / 1C ( SB ),24 <U+2610>,Vacaville,95688,Vaca Valley Travel Center,707-451-7532,I-505 Exit 1 ( NB ) / 1C ( SB ),2014,Vacaville,CA,
Vacaville ( 95688 ) Vaca Valley Travel Center ( Chevron ),707-451-7532 I-505 Exit 1 ( NB ) / 1C ( ),24 <U+2610>,Vacaville,95688,Vaca Valley Travel Center ( Chevron ),707-451-7532,I-505 Exit 1 ( NB ) / 1C ( ),2015,Vacaville,CA,Chevron
D Vacaville ( 95688 ) Vaca Valley Travel Center ( Chevron ),707-451-7532 I-505 Exit 1 ( NB ) / 1C ( SB ),24 S <U+2610>,Vacaville,95688,Vaca Valley Travel Center ( Chevron ),707-451-7532,I-505 Exit 1 ( NB ) / 1C ( SB ),2016,Vacaville,CA,Chevron
"Sacramento ( W ) , 95691 West Sacramento Truck Stop",916-371-0454 I-80 Exit 81 ( W Capitol ),),Sacramento,95691,West Sacramento Truck Stop,916-371-0454,I-80 Exit 81 ( W Capitol ),2006,West Sacramento,CA,
"Sacramento ( W ) , 95691 West Sacramento Truck Stop ( Valero )",916-371-0454 I-80 Exit 81 ( W Capitol ) ),24,Sacramento,95691,West Sacramento Truck Stop ( Valero ),916-371-0454,I-80 Exit 81 ( W Capitol ) ),2007,West Sacramento,CA,Valero
"Sacramento ( W ) , 95691 West Sacramento Truck Stop , 1 mi ( Valero W of I-5 )",2 916-371-0454 I-80 Exit 81 ( W Capitol ) ),HRS 24 INS M,Sacramento West Sacramento Truck Stop,95691,"West Sacramento Truck Stop , 1 mi ( Valero W of I-5 )",916-371-0454,I-80 Exit 81 ( W Capitol ) ),2008,West Sacramento,CA,Valero
D'Sacramento ( West ) ( 95691 ) West Sacramento Truck Stop ( Valero ),2 916-371-0454 I-80 Exit 81 ( W Capitol ),24 3 M <U+2610> D <U+2610><U+2610>,Sacramento,95691,West Sacramento Truck Stop ( Valero ),916-371-0454,I-80 Exit 81 ( W Capitol ),2014,West Sacramento,CA,Valero
D Sacramento ( West ) ( 95691 ) Harbor Truck & Auto Stop ( Shell ),2 916-372-2893 I-80 Bus / US 50 Xt 1 ( 1B WB ) ( Harbor N ),N ) 24 38 <U+25A1> D,Sacramento,95691,Harbor Truck & Auto Stop ( Shell ),916-372-2893,I-80 Bus / US 50 Xt 1 ( 1B WB ) ( Harbor N ),2014,West Sacramento,CA,Shell
Sacramento ( West ) ( 95691 ) Harbor Truck & Auto Stop ( Shell ),916-372-2893 I-80 Bus / US 50 Xt 1 ( 1B WB ) ( Harbor N ),) 24 <U+2610> <U+2610>,Sacramento,95691,Harbor Truck & Auto Stop ( Shell ),916-372-2893,I-80 Bus / US 50 Xt 1 ( 1B WB ) ( Harbor N ),2015,West Sacramento,CA,Shell
D Sacramento ( West ) ( 95691 ) I-80 Harbor Bus Truck / US & 50 Auto Xt 1 Stop ( 1B WB ( Shell ) ( Harbor ) N ),916-372-2893 Pilot,) 24 <U+2610>,Sacramento,95691,I-80 Harbor Bus Truck / US & 50 Auto Xt 1 Stop ( 1B WB ( Shell ) ( Harbor ) N ),916-372-2893,Pilot,2016,West Sacramento,CA,Shell
"ISacramento , 95823 Dhami Truck Plaza",916-689-9080 CA 99 Exit 191 ( 7891 Stockton Blvd ),) 24 HRS,Sacramento,95823,Dhami Truck Plaza,916-689-9080,CA 99 Exit 191 ( 7891 Stockton Blvd ),2006,Sacramento,CA,
"Dunnigan , 95937 United Petroleum",530-724-3378 I-5 Exit 554 ( CR 8 W ),,Dunnigan,95937,United Petroleum,530-724-3378,I-5 Exit 554 ( CR 8 W ),2006,Dunnigan,CA,
"Dunnigan , 95937 United Petroleum",530-724-3378 I-5 Exit 554 ( CR 8 W ),24 +8 M 2400,Dunnigan,95937,United Petroleum,530-724-3378,I-5 Exit 554 ( CR 8 W ),2007,Dunnigan,CA,
D Dunnigan ( 95937 ) United Petroleum,2 530-724-3477 I-5 Exit 554 ( CR 8 W ),24 M,Dunnigan,95937,United Petroleum,530-724-3477,I-5 Exit 554 ( CR 8 W ),2014,Dunnigan,CA,
D Dunnigan ( 95937 ) United Petroleum,2 530-724-3477 I-5 Exit 554 ( CR 8 W ),24 M,Dunnigan,95937,United Petroleum,530-724-3477,I-5 Exit 554 ( CR 8 W ),2015,Dunnigan,CA,
Dunnigan ( 95937 ) United Truck Stop,530-724-3477 I-5 Exit 554 ( CR 8 W ),24 <U+25A1><U+25A1> M,Dunnigan,95937,United Truck Stop,530-724-3477,I-5 Exit 554 ( CR 8 W ),2016,Dunnigan,CA,
D Yuba City ( 95991 ) 4142 Dhami's CA Truck 99 ( 5 Stop mi S ( of Shell town ) ),530-755-4564 CA 99 & Obanion ( 10 mi S ),M D,Yuba City,95991,4142 Dhami's CA Truck 99 ( 5 Stop mi S ( of Shell town ) ),530-755-4564,CA 99 & Obanion ( 10 mi S ),2015,Yuba City,CA,Shell
Yuba City ( 95991 ) Dhami's Truck Stop S ( of Shell town ) ),530-755-4564 CA 99 & Obanion ( 10 mi S ),M <U+25A1>,Yuba City,95991,Dhami's Truck Stop S ( of Shell town ) ),530-755-4564,CA 99 & Obanion ( 10 mi S ),2016,Yuba City,CA,Shell
"Yuba City , 95993 76 Food Mart S of town )",530-821-0830 CA 99 MM 341 ( 1466 CA 20 W ),000,Yuba City,95993,76 Food Mart S of town ),530-821-0830,CA 99 MM 341 ( 1466 CA 20 W ),2006,Yuba City,CA,
"Yuba City , 95993 76 Food Mart",530-821-0830 CA 99 Exit 341 ( 1466 CA 20 W ),000,Yuba City,95993,76 Food Mart,530-821-0830,CA 99 Exit 341 ( 1466 CA 20 W ),2007,Yuba City,CA,
"Yuba City , 95993 76 Food Mart ( 5 mi S of town )",2 530-821-0830 CA 99 Exit 341 ( 1466 24,24 <U+2610>,Yuba City,95993,76 Food Mart ( 5 mi S of town ),530-821-0830,CA 99 Exit 341 ( 1466 24,2008,Yuba City,CA,
"B Redding , 96003 KC's Corner Mart Rd )",2 530-275-4375 I-5 Exit 687 ( Old ( Chevron / CFN ),S <U+2610> <U+2610>,Redding,96003,KC's Corner Mart Rd ),530-275-4375,I-5 Exit 687 ( Old ( Chevron / CFN ),2008,Redding,CA,
B Redding ( 96003 ) KC's Corner Mart ( Chevron / CFN ),530-275-4375 I-5 Exit 687 ( Old Oregon Trail ),<U+2610> 0 <U+2610> <U+2610>,Redding,96003,KC's Corner Mart ( Chevron / CFN ),530-275-4375,I-5 Exit 687 ( Old Oregon Trail ),2015,Redding,CA,Chevron
B Redding ( 96003 ) KC's Corner Mart ( Chevron / CFN ),2 530-275-4375 I-5 Exit 687 ( Old Oregon Trail ),<U+2610> <U+25A1>,Redding,96003,KC's Corner Mart ( Chevron / CFN ),530-275-4375,I-5 Exit 687 ( Old Oregon Trail ),2016,Redding,CA,Chevron
"Corning , 96021 Rolling Hills Chevron",530-824-4990 I-5 Exit 628 ( Liberal Ave W ),M,Corning,96021,Rolling Hills Chevron,530-824-4990,I-5 Exit 628 ( Liberal Ave W ),2007,Corning,CA,Chevron
"Corning , 96021 Rolling Hills Chevron",530-824-4990 I-5 Exit 628 ( Liberal Ave W ),24 HRS M <U+2610> <U+2610> <U+2610> <U+2610>,Corning,96021,Rolling Hills Chevron,530-824-4990,I-5 Exit 628 ( Liberal Ave W ),2008,Corning,CA,Chevron
Corning ( 96021 ) Rolling Hills Chevron,2 530-824-4990 I-5 Exit 628 ( Liberal Ave W ),24 M,Corning,96021,Rolling Hills Chevron,530-824-4990,I-5 Exit 628 ( Liberal Ave W ),2014,Corning,CA,Chevron
Corning ( 96021 ) Rolling Hills Chevron,2 530-824-4990 I-5 Exit 628 ( Liberal Ave W ),<U+2610> MO,Corning,96021,Rolling Hills Chevron,530-824-4990,I-5 Exit 628 ( Liberal Ave W ),2015,Corning,CA,Chevron
Corning ( 96021 ) Rolling Hills Chevron,530-824-4990 I-5 Exit 628 ( Liberal Ave W ),MO,Corning,96021,Rolling Hills Chevron,530-824-4990,I-5 Exit 628 ( Liberal Ave W ),2016,Corning,CA,Chevron
Corning ( 96021 ) Love's Travel Stop # 410,530-824-8767 I-5 Exit 630 ( South Ave ),<U+2610> XL 124,Corning,96021,Love's Travel Stop # 410,530-824-8767,I-5 Exit 630 ( South Ave ),2014,Corning,CA,Love's
Corning ( 96021 ) Love's Travel Stop # 410,530-824-8767 I-5 Exit 630 ( South Ave ),24 <U+25A1> XL 24,Corning,96021,Love's Travel Stop # 410,530-824-8767,I-5 Exit 630 ( South Ave ),2015,Corning,CA,Love's
Corning ( 96021 ) Love's Travel Stop # 410,2 530-824-8767 I-5 Exit 630 ( South Ave ),24 XL 24 24,Corning,96021,Love's Travel Stop # 410,530-824-8767,I-5 Exit 630 ( South Ave ),2016,Corning,CA,Love's
", 96021 Flying J Travel Plaza # 0510154",CCorning 2530-824-8770 I-5 Exit 630 ( South Ave ),XL 24 45,,96021,Flying J Travel Plaza # 0510154,530-824-8770,I-5 Exit 630 ( South Ave ),2007,Corning,CA,Flying J
"Corning , 96021 Flying J Travel Plaza # 0510154",2 530-824-8770 I-5 Exit 630 ( South Ave ),124 HRS XL 24 HRS,Corning,96021,Flying J Travel Plaza # 0510154,530-824-8770,I-5 Exit 630 ( South Ave ),2008,Corning,CA,Flying J
A Grenada ( 96038 ) 3 J's Food Mart ( 76 ),530-436-2208 I-5 Exit 766 ( CA A12 E ),<U+2610><U+2610> XL <U+2610>,Grenada,96038,3 J's Food Mart ( 76 ),530-436-2208,I-5 Exit 766 ( CA A12 E ),2014,Grenada,CA,
A Grenada ( 96038 ) 3 J's Food Mart ( 76 ) Dr ),530-436-2208 I-5 Exit 766 ( CA,<U+2610><U+2610> XL <U+25A1> <U+2610>,Grenada,96038,3 J's Food Mart ( 76 ) Dr ),530-436-2208,I-5 Exit 766 ( CA,2015,Grenada,CA,
B Aurora ( 97002 ) Flying J Travel Plaza E # ) 584,503-678-1262 I-5 Exit 278 ( West ) FLYING,FLYING J 24 <U+2610>,Aurora,97002,Flying J Travel Plaza E # ) 584,503-678-1262,I-5 Exit 278 ( West ) FLYING,2015,Aurora,OR,Flying J
B Aurora ( 97002 ) Flying J Travel Plaza # 584,503-678-1262 I-5 Exit 278 ( West ) FLYING,FLYING J 24 24 <U+2610>,Aurora,97002,Flying J Travel Plaza # 584,503-678-1262,I-5 Exit 278 ( West ) FLYING,2016,Aurora,OR,Flying J
"Aurora , 97002 Leathers Truck Stop ( Shell )",503-678-1558 I-5 Exit 278 W,481 - S 000 <U+2610> <U+2610> <U+2610> <U+25A1>,Aurora,97002,Leathers Truck Stop ( Shell ),503-678-1558,I-5 Exit 278 W,2006,Aurora,OR,Shell
"Aurora , 97002 Leathers Truck Stop ( Shell )",503-678-1558 I-5 Exit 278 W,24 S,Aurora,97002,Leathers Truck Stop ( Shell ),503-678-1558,I-5 Exit 278 W,2007,Aurora,OR,Shell
"Aurora , 97002 Leathers Truck Stop ( Shell )",3 503-678-1558 I-5 Exit 278 W,24 M <U+25A1>,Aurora,97002,Leathers Truck Stop ( Shell ),503-678-1558,I-5 Exit 278 W,2008,Aurora,OR,Shell
"Grass Valley , 97029 Roadhouse 97",541-333-2333 US 97,24 HRS M <U+25A1>,Grass Valley,97029,Roadhouse 97,541-333-2333,US 97,2006,Grass Valley,OR,
"Grass Valley , 97029 Roadhouse 97",541-333-2333 US 97 MM 30,M,Grass Valley,97029,Roadhouse 97,541-333-2333,US 97 MM 30,2007,Grass Valley,OR,
"Grass Valley , 97029 Roadhouse 97",541-333-2333 US 97 MM 30,<U+2610><U+2610> <U+2610><U+2610> <U+2610> <U+2610>,Grass Valley,97029,Roadhouse 97,541-333-2333,US 97 MM 30,2008,Grass Valley,OR,
"B North Plains , 97133 Sunshine Market ( Texaco )",503-647-2240 US 26 Exit 57,) 24 M,North Plains,97133,Sunshine Market ( Texaco ),503-647-2240,US 26 Exit 57,2006,North Plains,OR,Texaco
"B North Plains , 97133 Sunshine Market ( 76 )",503-647-2240 US 26 Exit 57,00,North Plains,97133,Sunshine Market ( 76 ),503-647-2240,US 26 Exit 57,2007,North Plains,OR,
"B North Plains , 97133 Sunshine Market ( 76 )",3 503-647-2240 US 26 Exit 57,<U+2610>,North Plains,97133,Sunshine Market ( 76 ),503-647-2240,US 26 Exit 57,2008,North Plains,OR,
B North Plains ( 97133 ) Sunshine Market ( 76 ),503-647-5528 US 26 Exit 57,[ ] <U+2610> D D,North Plains,97133,Sunshine Market ( 76 ),503-647-5528,US 26 Exit 57,2014,North Plains,OR,
