clean_line1,clean_line2,line3,city,zip_code,label,phone,address,year,major_city,state,chain,address_standardized_ON_parenthesis,address_standardized_OFF_parenthesis,Address_Type,Exit_Number,Flagged,Flag_Reason,Is_Unclear_OCR
F Columbus ( 43207 ) I-71 Certified Exit 105 # 125 ( W to Harmon S ),3 614-443-6047 US 23 ( S of OH 104 ),"D "" -",Columbus,43207,I-71 Certified Exit 105 # 125 ( W to Harmon S ),614-443-6047,US 23 ( S of OH 104 ),2016,Columbus,OH,,( S of OH 104 ),US 23,empty,105,False,,False
F Columbus ( 43213 ) Speedway # 9263,3 614-868-6840 I-270 Exit 39 ( 1 mi E on OH 16 ),24 <U+2610>,Columbus,43213,Speedway # 9263,614-868-6840,I-270 Exit 39 ( 1 mi E on OH 16 ),2014,Columbus,OH,Speedway,( 1 mi E on OH 16 ),I-270 Exit 39 ,Exit,39,False,,False
Columbus ( 43213 ) Speedway # 9263,614-868-6840 I-270 Exit 39 ( 1 mi E on,24 <U+25A1>,Columbus,43213,Speedway # 9263,614-868-6840,I-270 Exit 39 ( 1 mi E on,2015,Columbus,OH,Speedway,( 1 mi E on,I-270 Exit 39 ,Exit,39,False,,False
Columbus ( 43223 ) Certified # 38,3 614-443-9303 I-71 Exit 105 ( W to Harmon S ),<U+2610> <U+2610> <U+2610>,Columbus,43223,Certified # 38,614-443-9303,I-71 Exit 105 ( W to Harmon S ),2014,Columbus,OH,,( W to Harmon S ),I-71 Exit 105 ,Exit,105,False,,False
Columbus ( 43223 ) Certified # 38,3 614-443-9303 I-71 Exit 105 ( W to Harmon S ),<U+2610> <U+25A1>,Columbus,43223,Certified # 38,614-443-9303,I-71 Exit 105 ( W to Harmon S ),2015,Columbus,OH,,( W to Harmon S ),I-71 Exit 105 ,Exit,105,False,,False
F Columbus ( 43223 ) Certified # 38 ( Wilson Rd ),3 614-443-9303 I-71 Exit 105 ( W to Harmon S ),"<U+2610> """,Columbus,43223,Certified # 38 ( Wilson Rd ),614-443-9303,I-71 Exit 105 ( W to Harmon S ),2016,Columbus,OH,,( W to Harmon S ),I-71 Exit 105 ,Exit,105,False,,False
"Westerville , 43231 Certified # 217",614-882-0442 5323 OH 3 ( 3 mi N ),00 <U+2610> <U+2610>,Westerville,43231,Certified # 217,614-882-0442,5323 OH 3 ( 3 mi N ),2006,Columbus,OH,,( 3 mi N ),5323 OH 3,Proper,,False,,False
"F Westerville , 43231 Certified # 217",614-882-0442 5323 OH 3 ( 3 mi N ),<U+25A1> <U+25A1>,Westerville,43231,Certified # 217,614-882-0442,5323 OH 3 ( 3 mi N ),2007,Columbus,OH,,( 3 mi N ),5323 OH 3,Proper,,False,,False
"Westerville , 43231 Certified # 217",614-882-0442 5323 OH 3 & OH 3 ( 1 mi W of I-270 X 30A,30A <U+2610> <U+25A1> 00 <U+2610>,Westerville,43231,Certified # 217,614-882-0442,5323 OH 3 & OH 3 ( 1 mi W of I-270 X 30A,2008,Columbus,OH,,( 1 mi W of I-270 X 30A,5323 OH 3 & OH 3,Proper,,False,,False
Westerville ( 43231 ) Certified # 217,4 614-882-0442 OH 3 N & OH 161 ( W of 270 X 30 ),<U+2610> <U+25A1>,Westerville,43231,Certified # 217,614-882-0442,OH 3 N & OH 161 ( W of 270 X 30 ),2014,Columbus,OH,,( W of 270 X 30 ),OH 3 N & OH 161,empty,,False,,False
Westerville ( 43231 ) Certified # 217 ( Marathon ),4 614-882-0442 OH 3 N & OH 161 ( W of 270 X 30 ),D,Westerville,43231,Certified # 217 ( Marathon ),614-882-0442,OH 3 N & OH 161 ( W of 270 X 30 ),2015,Columbus,OH,Marathon,( W of 270 X 30 ),OH 3 N & OH 161,empty,,False,,False
"E Bellefontaine , 43311 Tip Top Towing & Hauling ( Citgo )",937-592-0896 US 33 & US 68 N,MOOO,Bellefontaine,43311,Tip Top Towing & Hauling ( Citgo ),937-592-0896,US 33 & US 68 N,2006,Bellefontaine,OH,Citgo,,US 33 & US 68 N,empty,,False,,False
"E Bellefontaine , 43311 Tip Top Towing & Hauling ( Citgo )",937-592-0896 US 33 & US 68 N,S 000,Bellefontaine,43311,Tip Top Towing & Hauling ( Citgo ),937-592-0896,US 33 & US 68 N,2007,Bellefontaine,OH,Citgo,,US 33 & US 68 N,empty,,False,,False
"E Bellefontaine , 43311 Tip Top Towing & Hauling ( Valero )",2 937-592-0896 US 33 & US 68 N,S <U+2610> <U+2610> <U+25A1>,Bellefontaine,43311,Tip Top Towing & Hauling ( Valero ),937-592-0896,US 33 & US 68 N,2008,Bellefontaine,OH,Valero,,US 33 & US 68 N,empty,,False,,False
"Chesterville , 43317 Mt Gilead Truck Plaza ( Duke )",419-768-3359 I-71 Exit 151 ( OH 95 ),<U+2610> 000 000 <U+2610>,Chesterville,43317,Mt Gilead Truck Plaza ( Duke ),419-768-3359,I-71 Exit 151 ( OH 95 ),2006,Chesterville,OH,,( OH 95 ),I-71 Exit 151 ,Exit,151,False,,False
"E Chesterville , 43317 Mt Gilead Truck Plaza ( BP )",419-768-3359 I-71 Exit 151 ( OH 95 ),"24 HRS M """,Chesterville,43317,Mt Gilead Truck Plaza ( BP ),419-768-3359,I-71 Exit 151 ( OH 95 ),2007,Chesterville,OH,BP,( OH 95 ),I-71 Exit 151 ,Exit,151,False,,False
"E Chesterville , 43317 Mt Gilead Truck Plaza ( BP )",4 419-768-3359 I-71 Exit 151 ( OH 95 ),24 HRS L 24,Chesterville,43317,Mt Gilead Truck Plaza ( BP ),419-768-3359,I-71 Exit 151 ( OH 95 ),2008,Chesterville,OH,BP,( OH 95 ),I-71 Exit 151 ,Exit,151,False,,False
E Huntsville ( 43324 ) Huntsville Marastop ( Marathon ),937-686-4711 OH 117 & OH 274 ( N junction ),<U+2610>,Huntsville,43324,Huntsville Marastop ( Marathon ),937-686-4711,OH 117 & OH 274 ( N junction ),2014,Huntsville,OH,Marathon,( N junction ),OH 117 & OH 274,empty,,False,,False
E Huntsville ( 43324 ) Huntsville Marastop ( Marathon ( OH ) 7 N ),937-686-4711 OH 117 & OH 274 ( N,B <U+25A1>,Huntsville,43324,Huntsville Marastop ( Marathon ( OH ) 7 N ),937-686-4711,OH 117 & OH 274 ( N,2015,Huntsville,OH,Marathon,( N,OH 117 & OH 274,empty,,False,,False
E Huntsville ( 43324 ) Huntsville Marastop ( Marathon ) 7N ),937-686-4711 OH 117 & OH 274 ( N,<U+2610> MRG <U+25A1>,Huntsville,43324,Huntsville Marastop ( Marathon ) 7N ),937-686-4711,OH 117 & OH 274 ( N,2016,Huntsville,OH,Marathon,( N,OH 117 & OH 274,empty,,False,,False
E Kenton ( 43326 ) Jump'n Jim's ( Marathon ),419-673-5134 1255 OH 31 S,<U+2610> <U+25A1>,Kenton,43326,Jump'n Jim's ( Marathon ),419-673-5134,1255 OH 31 S,2014,Kenton,OH,Marathon,,1255 OH 31 S,Proper,,False,,False
Kenton ( 43326 ) Jump'n Jim's ( Marathon ),419-673-5134 1255 OH 31 S,24 <U+25A1>,Kenton,43326,Jump'n Jim's ( Marathon ),419-673-5134,1255 OH 31 S,2015,Kenton,OH,Marathon,,1255 OH 31 S,Proper,,False,,False
E Kenton ( 43326 ) Jump'n Jim's ( Marathon 41 ) ) FLYING,419-673-5134 1255 OH 31 S,<U+2610>,Kenton,43326,Jump'n Jim's ( Marathon 41 ) ) FLYING,419-673-5134,1255 OH 31 S,2016,Kenton,OH,Marathon,,1255 OH 31 S,Proper,,False,,False
"Mount Victory , 43340 Mt Victory Service Plaza ( Citgo )",937-354-2681 OH 31 S ( 1/2 mi S of town ),- M <U+2610>,Mount Victory,43340,Mt Victory Service Plaza ( Citgo ),937-354-2681,OH 31 S ( 1/2 mi S of town ),2006,Mount Victory,OH,Citgo,( 1/2 mi S of town ),OH 31 S,empty,,False,,False
Mt Victory Service Plaza,"EMount 2937-354-2681 Victory , 43340 OH 31 S ( 1/2 mi S of town )",MO,,43340,,937-354-2681,"Victory , 43340 OH 31 S ( 1/2 mi S of town )",2007,Mount Victory,OH,,( 1/2 mi S of town ),"Victory, OH 31 S",empty,,False,,False
"Mount Victory , 43340 Mt Victory Service Plaza ( Valero )",937-354-2681 OH 31 S ( 1/2 mi S of town ),S <U+2610> <U+2610> <U+2610>,Mount Victory,43340,Mt Victory Service Plaza ( Valero ),937-354-2681,OH 31 S ( 1/2 mi S of town ),2008,Mount Victory,OH,Valero,( 1/2 mi S of town ),OH 31 S,empty,,False,,False
E Mount Victory ( 43340 ) Mt Victory Service Plaza ( Valero ),937-354-3000 OH 31 S ( 1/2 mi S of town ),M,Mount Victory,43340,Mt Victory Service Plaza ( Valero ),937-354-3000,OH 31 S ( 1/2 mi S of town ),2014,Mount Victory,OH,Valero,( 1/2 mi S of town ),OH 31 S,empty,,False,,False
Mount Victory ( 43340 ) Mt Victory Service Plaza ( Valero ),937-354-3000 OH 31 S ( 1/2 mi S of town ),M,Mount Victory,43340,Mt Victory Service Plaza ( Valero ),937-354-3000,OH 31 S ( 1/2 mi S of town ),2015,Mount Victory,OH,Valero,( 1/2 mi S of town ),OH 31 S,empty,,False,,False
E Mount Victory ( 43340 ) Mt Victory Service Plaza ( Valero ),937-354-3000 OH 31 S ( 1/2 mi S of town ),<U+2610> M <U+2610>,Mount Victory,43340,Mt Victory Service Plaza ( Valero ),937-354-3000,OH 31 S ( 1/2 mi S of town ),2016,Mount Victory,OH,Valero,( 1/2 mi S of town ),OH 31 S,empty,,False,,False
"Upper Sandusky , 43351 Upper Citgo",419-294-1270 1600 US 30 & US 23,48 M L <U+25A1> <U+25A1> -,Upper Sandusky,43351,Upper Citgo,419-294-1270,1600 US 30 & US 23,2006,Upper Sandusky,OH,Citgo,,1600 US 30 & US 23,Proper,,False,,False
"Sandusky , 43351 Pilot Travel Center # 239",DUpper 3419-294-2971 1600 US 30 E ( W of US 23 ),24,Sandusky,43351,Pilot Travel Center # 239,419-294-2971,1600 US 30 E ( W of US 23 ),2007,Upper Sandusky,OH,Pilot,( W of US 23 ),1600 US 30 E,Proper,,False,,False
"Upper Sandusky , 43351 Pilot Travel Center # 239",3 419-294-2971 1600 US 30 E ( W of US 23 ),24 HAS M,Upper Sandusky,43351,Pilot Travel Center # 239,419-294-2971,1600 US 30 E ( W of US 23 ),2008,Upper Sandusky,OH,Pilot,( W of US 23 ),1600 US 30 E,Proper,,False,,False
D Upper Sandusky ( 43351 ) Pilot Travel Center # 239,419-294-2971 1600 US 30 E ( W of US 23 ),Pilot 24 MO,Upper Sandusky,43351,Pilot Travel Center # 239,419-294-2971,1600 US 30 E ( W of US 23 ),2014,Upper Sandusky,OH,Pilot,( W of US 23 ),1600 US 30 E,Proper,,False,,False
Upper Sandusky ( 43351 ) Pilot Travel Center # mi 239 S to 8035 OH 91 ),419-294-2971 1600 US 30 E ( W of US 23 ) Plot,Plot 24 M,Upper Sandusky,43351,Pilot Travel Center # mi 239 S to 8035 OH 91 ),419-294-2971,1600 US 30 E ( W of US 23 ) Plot,2015,Upper Sandusky,OH,Pilot,( W of US 23 ) Plot,1600 US 30 E,Proper,,False,,False
Upper Sandusky ( 43351 ) Pilot Travel Center # 239 OH 91 ),419-294-2971 1600 US 30 E ( W of US 23 ),plot 24 <U+2610> M 024,Upper Sandusky,43351,Pilot Travel Center # 239 OH 91 ),419-294-2971,1600 US 30 E ( W of US 23 ),2016,Upper Sandusky,OH,Pilot,( W of US 23 ),1600 US 30 E,Proper,,False,,False
"Bowling Green , 43402 Barney's Convenience 22/219 Mart W )",419-352-0534 OH 25 ( 1 mi N of # 3 ( Citgo ),) S 000 <U+25A1>,Bowling Green,43402,Barney's Convenience 22/219 Mart W ),419-352-0534,OH 25 ( 1 mi N of # 3 ( Citgo ),2006,Bowling Green,OH,,( 1 mi N of # 3 ( Citgo ),OH 25,empty,,False,,False
"Bowling Green , 43402 Barney's Convenience Mart # 3 ( Citgo )",419-352-0534 OH 25 ( 1 mi N of US 6 ),) 489 S <U+25A1>,Bowling Green,43402,Barney's Convenience Mart # 3 ( Citgo ),419-352-0534,OH 25 ( 1 mi N of US 6 ),2007,Bowling Green,OH,Citgo,( 1 mi N of US 6 ),OH 25,empty,,False,,False
"Bowling Green , 43402 Barney's Convenience Mart # 3 ( BP )",2 419-352-0534 OH 25 ( 1 mi N of US 6 ),24 HRS <U+25A1> <U+25A1>,Bowling Green,43402,Barney's Convenience Mart # 3 ( BP ),419-352-0534,OH 25 ( 1 mi N of US 6 ),2008,Bowling Green,OH,BP,( 1 mi N of US 6 ),OH 25,empty,,False,,False
Bowling Green ( 43402 ) Circle K # 5669 W ),419-352-7396 OH 25 ( 1 mi N of US 6 ),24 <U+25A1>,Bowling Green,43402,Circle K # 5669 W ),419-352-7396,OH 25 ( 1 mi N of US 6 ),2014,Bowling Green,OH,Circle K,( 1 mi N of US 6 ),OH 25,empty,,False,,False
Bowling Green ( 43402 ) Circle K # 5669,419-352-7396 OH 25 ( 1 mi N of US 6 ),24 S<U+2758>O 0 <U+2610>,Bowling Green,43402,Circle K # 5669,419-352-7396,OH 25 ( 1 mi N of US 6 ),2015,Bowling Green,OH,Circle K,( 1 mi N of US 6 ),OH 25,empty,,False,,False
Bowling Green ( 43402 ) Circle K # 5669,419-352-7396 OH 25 ( 1 mi N of US 6 ),24 <U+25A1> S <U+25A1>,Bowling Green,43402,Circle K # 5669,419-352-7396,OH 25 ( 1 mi N of US 6 ),2016,Bowling Green,OH,Circle K,( 1 mi N of US 6 ),OH 25,empty,,False,,False
Clyde ( S ) ( 43410 ) South Ridge Market ( Marathon ),419-547-3572 US 20 E & CR 175,0,Clyde,43410,South Ridge Market ( Marathon ),419-547-3572,US 20 E & CR 175,2014,Clyde,OH,Marathon,,US 20 E & CR 175,empty,,False,,False
Clyde ( S ) ( 43410 ) South Ridge Market ( Marathon ),419-547-3572 US 20 E & CR 175,<U+2610> <U+2610> <U+25A1>,Clyde,43410,South Ridge Market ( Marathon ),419-547-3572,US 20 E & CR 175,2015,Clyde,OH,Marathon,,US 20 E & CR 175,empty,,False,,False
Clyde ( S ) ( 43410 ) South Ridge Market ( Marathon ),419-547-3572 US 20 E & CR 175,<U+2610> <U+2610>,Clyde,43410,South Ridge Market ( Marathon ),419-547-3572,US 20 E & CR 175,2016,Clyde,OH,Marathon,,US 20 E & CR 175,empty,,False,,False
Fremont ( 43420 ) Six - Gate Hy - Myler # 137 ( BP ),419-332-3860 I-80-90 ( OHTP ) Exit 91 ( OH 53 S ),24 S <U+25A1>,Fremont,43420,Six - Gate Hy - Myler # 137 ( BP ),419-332-3860,I-80-90 ( OHTP ) Exit 91 ( OH 53 S ),2014,Fremont,OH,BP,( OHTP ) Exit 91 ( OH 53 S ),I-80-90,empty,,False,,False
Fremont ( 43420 ) Six - Gate Hy - Myler # 137 ( Shell ),419-332-3860 I-80-90 ( OHTP ) Exit 91 ( OH 53 S ),24 SO <U+25A1>,Fremont,43420,Six - Gate Hy - Myler # 137 ( Shell ),419-332-3860,I-80-90 ( OHTP ) Exit 91 ( OH 53 S ),2015,Fremont,OH,Shell,( OHTP ) Exit 91 ( OH 53 S ),I-80-90,empty,,False,,False
Fremont ( 43420 ) Six - Gate Hy - Myler # 137 ( Shell ),419-332-3860 I-80-90 ( OHTP ) Exit 91 ( OH 53 S ),24 Sa,Fremont,43420,Six - Gate Hy - Myler # 137 ( Shell ),419-332-3860,I-80-90 ( OHTP ) Exit 91 ( OH 53 S ),2016,Fremont,OH,Shell,( OHTP ) Exit 91 ( OH 53 S ),I-80-90,empty,,False,,False
Genoa ( 43430 ) Wyandot Plaza # 3 ( Sunoco ),419-855-4175 I-80-90 ( OHTP ) MM 77 EB,24 M <U+25A1>,Genoa,43430,Wyandot Plaza # 3 ( Sunoco ),419-855-4175,I-80-90 ( OHTP ) MM 77 EB,2014,Genoa,OH,Sunoco,( OHTP ) MM 77 EB,I-80-90,empty,,False,,False
Genoa ( 43430 ) Wyandot Plaza # 3 ( Sunoco ),419-855-4175 I-80-90 ( OHTP ) MM 77 EB,24 M <U+2610>,Genoa,43430,Wyandot Plaza # 3 ( Sunoco ),419-855-4175,I-80-90 ( OHTP ) MM 77 EB,2015,Genoa,OH,Sunoco,( OHTP ) MM 77 EB,I-80-90,empty,,False,,False
Genoa ( 43430 ) Wyandot Plaza # 3 ( Sunoco ),419-855-4175 I-80-90 ( OHTP ) MM 77 EB,24 MO 24 24 <U+2610>,Genoa,43430,Wyandot Plaza # 3 ( Sunoco ),419-855-4175,I-80-90 ( OHTP ) MM 77 EB,2016,Genoa,OH,Sunoco,( OHTP ) MM 77 EB,I-80-90,empty,,False,,False
Genoa ( 43430 ) Blue Heron Plaza # 3 ( Sunoco ),419-855-7230 I-80-90 ( OHTP ) MM 77 WB,24 MO,Genoa,43430,Blue Heron Plaza # 3 ( Sunoco ),419-855-7230,I-80-90 ( OHTP ) MM 77 WB,2014,Genoa,OH,Sunoco,( OHTP ) MM 77 WB,I-80-90,empty,,False,,False
Genoa ( 43430 ) Blue Heron Plaza # 3 ( Sunoco ),419-855-7230 I-80-90 ( OHTP ) MM 77 WB,"24 MO "" <U+25A1>",Genoa,43430,Blue Heron Plaza # 3 ( Sunoco ),419-855-7230,I-80-90 ( OHTP ) MM 77 WB,2015,Genoa,OH,Sunoco,( OHTP ) MM 77 WB,I-80-90,empty,,False,,False
Genoa ( 43430 ) Blue Heron Plaza # 3 ( Sunoco ),3 419-855-7230 I-80-90 ( OHTP ) MM 77 WB,24 MO 24,Genoa,43430,Blue Heron Plaza # 3 ( Sunoco ),419-855-7230,I-80-90 ( OHTP ) MM 77 WB,2016,Genoa,OH,Sunoco,( OHTP ) MM 77 WB,I-80-90,empty,,False,,False
"3419-862-3421 Gibsonburg , 43431 Fuel Mart # 625",4541 US 20,,Gibsonburg,43431,Fuel Mart # 625,419-862-3421,4541 US 20,2006,Gibsonburg,OH,,,4541 US 20,Proper,,False,,False
"Gibsonburg , 43431 Gibsonburg Travel Center",419-862-3421 4541 US 20,HRS 24 HRS MO S,Gibsonburg,43431,Gibsonburg Travel Center,419-862-3421,4541 US 20,2007,Gibsonburg,OH,,,4541 US 20,Proper,,False,,False
"Gibsonburg , 43431 Gibsonburg Travel Center",419-862-3421 4541 US 20,24 S <U+2610> <U+2610>,Gibsonburg,43431,Gibsonburg Travel Center,419-862-3421,4541 US 20,2008,Gibsonburg,OH,,,4541 US 20,Proper,,False,,False
Gibsonburg ( 43431 ) Gibsonburg Travel Center ( Marathon ),3 419-862-3421 US 20 ( E of OH 51 ),SO,Gibsonburg,43431,Gibsonburg Travel Center ( Marathon ),419-862-3421,US 20 ( E of OH 51 ),2014,Gibsonburg,OH,Marathon,( E of OH 51 ),US 20,empty,,False,,False
C Port Clinton ( 43452 ) FriendShip # 70 ( BP ),419-734-5814 OH 2 & OH 53 N,24 S,Port Clinton,43452,FriendShip # 70 ( BP ),419-734-5814,OH 2 & OH 53 N,2015,Port Clinton,OH,BP,,OH 2 & OH 53 N,empty,,False,,False
Port Clinton ( 43452 ) FriendShip # 70 ( BP ),419-734-5814 OH 2 & OH 53 N,24 S,Port Clinton,43452,FriendShip # 70 ( BP ),419-734-5814,OH 2 & OH 53 N,2016,Port Clinton,OH,BP,,OH 2 & OH 53 N,empty,,False,,False
"C Port Clinton , 43452 Friendship Food Stores ( Marathon )",419-734-5915 OH 2 & Hwy 53 N ),464 <U+2022> S,Port Clinton,43452,Friendship Food Stores ( Marathon ),419-734-5915,OH 2 & Hwy 53 N ),2006,Port Clinton,OH,Marathon,,OH 2 & Hwy 53 N ,empty,,False,,False
"C Port Clinton , 43452 Friendship Food Stores ( Marathon )",419-734-5915 OH 2 & Hwy 53 N,) 24 HRS,Port Clinton,43452,Friendship Food Stores ( Marathon ),419-734-5915,OH 2 & Hwy 53 N,2007,Port Clinton,OH,Marathon,,OH 2 & Hwy 53 N,empty,,False,,False
"Port Clinton , 43452 Friendship Food Stores ( Marathon )",419-734-5915 OH 2 & Hwy 53 N,24 S <U+2610> <U+2610>,Port Clinton,43452,Friendship Food Stores ( Marathon ),419-734-5915,OH 2 & Hwy 53 N,2008,Port Clinton,OH,Marathon,,OH 2 & Hwy 53 N,empty,,False,,False
C Port Clinton ( 43452 ) FriendShip # 70 ( BP ),4 419-734-5915 OH 2 & OH 53 N,S,Port Clinton,43452,FriendShip # 70 ( BP ),419-734-5915,OH 2 & OH 53 N,2014,Port Clinton,OH,BP,,OH 2 & OH 53 N,empty,,False,,False
Rossford ( 43460 ) Barney's Convenience Mart # 15 ( BP ),419-872-6258 I-75 Exit 195 A ( OH 795 E ),24,Rossford,43460,Barney's Convenience Mart # 15 ( BP ),419-872-6258,I-75 Exit 195 A ( OH 795 E ),2014,Rossford,OH,BP,( OH 795 E ),I-75 Exit 195 A ,Exit,195,False,,False
Rossford ( 43460 ) Barney's Convenience Mart # 15 ( BP ),419-872-6258 I-75 Exit 195 A ( OH 795 E ),24,Rossford,43460,Barney's Convenience Mart # 15 ( BP ),419-872-6258,I-75 Exit 195 A ( OH 795 E ),2015,Rossford,OH,BP,( OH 795 E ),I-75 Exit 195 A ,Exit,195,False,,False
Rossford ( 43460 ) Barney's Convenience Mart # 15 ( BP ),419-872-6258 I-75 Exit 195 A ( OH 795 E ),24 S,Rossford,43460,Barney's Convenience Mart # 15 ( BP ),419-872-6258,I-75 Exit 195 A ( OH 795 E ),2016,Rossford,OH,BP,( OH 795 E ),I-75 Exit 195 A ,Exit,195,False,,False
"Stony Ridge , 43463 Fuel Mart # 641",419-837-5228 I-80-90 ( OHTP ),XL,Stony Ridge,43463,Fuel Mart # 641,419-837-5228,I-80-90 ( OHTP ),2006,Stony Ridge,OH,,( OHTP ),I-80-90,empty,,False,,False
"Ridge , 43463 Fuel Mart # 641",C 3419-837-5228 Stony I-80-90 ( OHTP ) Exit 71 ( OH 420 S ),24 HRS,Ridge,43463,Fuel Mart # 641,419-837-5228,Stony I-80-90 ( OHTP ) Exit 71 ( OH 420 S ),2007,Stony Ridge,OH,,( OHTP ) Exit 71 ( OH 420 S ),Stony I-80-90,empty,,False,,False
"Stony Ridge , 43463 Fuel Mart # 641",419-837-5228 I-80-90 ( OHTP ) Exit 71 ( OH 420 S ),24 M 24,Stony Ridge,43463,Fuel Mart # 641,419-837-5228,I-80-90 ( OHTP ) Exit 71 ( OH 420 S ),2008,Stony Ridge,OH,,( OHTP ) Exit 71 ( OH 420 S ),I-80-90,empty,,False,,False
Stony Ridge ( 43463 ) Fuel Mart # 641,419-837-5228 I-80-90 ( OHTP ) Exit 71 ( OH 420 S ),24 M <U+2610>,Stony Ridge,43463,Fuel Mart # 641,419-837-5228,I-80-90 ( OHTP ) Exit 71 ( OH 420 S ),2015,Stony Ridge,OH,,( OHTP ) Exit 71 ( OH 420 S ),I-80-90,empty,,False,,False
Stony Ridge ( 43463 ) Fuel Mart # 641,3 419-837-5228 I-80-90 ( OHTP ) Exit 71 ( OH 420 S ),24 24 <U+2610> M 24 <U+2610>,Stony Ridge,43463,Fuel Mart # 641,419-837-5228,I-80-90 ( OHTP ) Exit 71 ( OH 420 S ),2016,Stony Ridge,OH,,( OHTP ) Exit 71 ( OH 420 S ),I-80-90,empty,,False,,False
Archbold ( 43502 ) 1 Stop ( Marathon ) E ),419-445-8814 OH 66 S,M,Archbold,43502,1 Stop ( Marathon ) E ),419-445-8814,OH 66 S,2014,Archbold,OH,Marathon,,OH 66 S,empty,,False,,False
Archbold ( 43502 ) 1 Stop (,419-445-8814 OH 66 S Marathon ),""" M D <U+2610>",Archbold,43502,1 Stop (,419-445-8814,OH 66 S Marathon ),2015,Archbold,OH,,,OH 66 S Marathon ,empty,,False,,False
Archbold ( 43502 ) 1 Stop ( Marathon ),419-445-8814 OH 66 S,M <U+25A1>,Archbold,43502,1 Stop ( Marathon ),419-445-8814,OH 66 S,2016,Archbold,OH,Marathon,,OH 66 S,empty,,False,,False
"Archbold , 43502 Laub Food Mart # 3 ( Shell )",419-446-2487 OH 66 ( 1500 S Defiance St ),S <U+2610>,Archbold,43502,Laub Food Mart # 3 ( Shell ),419-446-2487,OH 66 ( 1500 S Defiance St ),2006,Archbold,OH,Shell,( 1500 S Defiance St ),OH 66,empty,,False,,False
"Archbold , 43502 S & S Express ( Citgo )",419-446-2487 1500 OH 66 S,S <U+2610>,Archbold,43502,S & S Express ( Citgo ),419-446-2487,1500 OH 66 S,2007,Archbold,OH,Citgo,,1500 OH 66 S,Proper,,False,,False
"Archbold , 43502 S & S Express",419-446-2487 1500 OH 66 S,S <U+2610>,Archbold,43502,S & S Express,419-446-2487,1500 OH 66 S,2008,Archbold,OH,,,1500 OH 66 S,Proper,,False,,False
"B Holland , 43528 Circle K # 5771 ( Marathon )",419-865-0154 8154 OH 2 ( 2-1 / 2 mi W of I-475 Exit 8 ),8 ) 24 <U+25A1>,Holland,43528,Circle K # 5771 ( Marathon ),419-865-0154,8154 OH 2 ( 2-1 / 2 mi W of I-475 Exit 8 ),2007,Holland,OH,Circle K,( 2-1 / 2 mi W of I-475 Exit 8 ),8154 OH 2,Proper,,False,,False
"B Holland , 43528 Circle K # 5571 ( Marathon )",419-865-0154 8154 OH 2 ( 2-1 / 2 mi W of I-475 Exit 8 ),8 ) 24 <U+25A1> <U+25A1> <U+25A1>,Holland,43528,Circle K # 5571 ( Marathon ),419-865-0154,8154 OH 2 ( 2-1 / 2 mi W of I-475 Exit 8 ),2008,Holland,OH,Circle K,( 2-1 / 2 mi W of I-475 Exit 8 ),8154 OH 2,Proper,,False,,False
B Holland ( 43528 ) Circle K # 5571 ( Marathon ),419-865-0154 8154 OH 2 ( 2-1 / 2 mi W of I-475 Exit 8 ),8 ) 24 D,Holland,43528,Circle K # 5571 ( Marathon ),419-865-0154,8154 OH 2 ( 2-1 / 2 mi W of I-475 Exit 8 ),2014,Holland,OH,Circle K,( 2-1 / 2 mi W of I-475 Exit 8 ),8154 OH 2,Proper,,False,,False
B Holland ( 43528 ) Circle K # 5571 ( Marathon ),2 419-865-0154 8154 OH 2 ( 2-1 / 2 mi,24 <U+2610>,Holland,43528,Circle K # 5571 ( Marathon ),419-865-0154,8154 OH 2 ( 2-1 / 2 mi,2015,Holland,OH,Circle K,( 2-1 / 2 mi,8154 OH 2,Proper,,False,,False
B Holland ( 43528 ) Circle K # 5571 ( Marathon ),419-865-0154 8154 OH 2 ( 2-1 / 2 mi W of I-475 Exit 8 ),) 24 <U+25A1>,Holland,43528,Circle K # 5571 ( Marathon ),419-865-0154,8154 OH 2 ( 2-1 / 2 mi W of I-475 Exit 8 ),2016,Holland,OH,Circle K,( 2-1 / 2 mi W of I-475 Exit 8 ),8154 OH 2,Proper,,False,,False
"B Holland , 43528 Fuel Mart # 760",419-866-4386 OH 2 ( W of I-475 Exit 8 ),24 00,Holland,43528,Fuel Mart # 760,419-866-4386,OH 2 ( W of I-475 Exit 8 ),2006,Holland,OH,,( W of I-475 Exit 8 ),OH 2,empty,,False,,False
"B Holiday City , 43543 Hutch's Karrie Out ( Marathon )",419-485-4853 I-80-90 ( OHTP ) Exit 13 ( OH 15 S ),<U+2610> <U+2610>,Holiday City,43543,Hutch's Karrie Out ( Marathon ),419-485-4853,I-80-90 ( OHTP ) Exit 13 ( OH 15 S ),2006,Montpelier,OH,Marathon,( OHTP ) Exit 13 ( OH 15 S ),I-80-90,empty,,False,,False
"City , 43543 Hutch's Karrie Out ( Marathon )",B Holiday 419-485-4853 I-80-90 ( OHTP ) Exit 13 ( OH 15 S ),- D,City,43543,Hutch's Karrie Out ( Marathon ),419-485-4853,I-80-90 ( OHTP ) Exit 13 ( OH 15 S ),2007,Montpelier,OH,Marathon,( OHTP ) Exit 13 ( OH 15 S ),I-80-90,empty,,False,,False
